subject,time_spent,recall_score,previous_interval,next_study_interval
CS,86.79,2.19,0.62,1.37
History,46.27,3.37,3.57,8.63
Literature,83.27,2.78,0.22,1.0
Chemistry,81.38,2.4,1.01,2.28
Literature,34.28,3.76,3.31,8.18
Biology,38.23,4.27,1.11,2.81
CS,111.21,4.34,0.15,1.0
History,95.02,4.07,5.35,13.42
Chemistry,59.37,3.0,1.11,2.62
Math,65.15,4.21,0.2,1.0
Geography,47.38,3.81,0.23,1.0
History,68.65,3.63,0.87,2.13
Math,45.66,2.89,0.59,1.38
Literature,19.35,3.0,4.47,10.55
Physics,33.57,3.57,1.16,2.84
History,60.42,5.0,4.9,12.74
Literature,37.38,3.8,0.57,1.41
Math,58.65,2.89,2.04,4.78
Biology,38.51,2.67,3.49,8.04
Biology,44.35,3.01,3.17,7.49
Physics,77.06,5.0,2.76,7.18
Geography,64.95,3.1,7.76,18.44
History,59.81,4.41,0.78,1.99
History,77.58,3.12,2.04,4.85
History,69.61,3.76,6.46,15.96
Geography,88.93,4.29,0.24,1.0
Literature,50.8,2.93,0.17,1.0
CS,51.41,2.86,0.8,1.87
CS,33.98,5.0,3.01,7.83
Physics,51.42,4.48,0.9,2.3
History,79.3,4.29,0.63,1.6
Literature,86.0,4.29,1.84,4.66
Biology,79.21,3.96,2.85,7.11
Math,24.12,5.0,0.86,2.24
Literature,81.66,3.54,1.07,2.61
Geography,23.23,4.08,2.85,7.15
CS,77.96,2.05,8.74,19.14
CS,52.64,2.68,3.37,7.77
Biology,74.05,2.3,4.58,10.25
Biology,33.35,4.77,1.37,3.54
Geography,83.42,1.0,0.95,1.0
Math,30.7,3.1,1.82,4.32
Biology,46.63,1.0,4.94,1.0
Physics,40.04,2.67,1.83,4.22
Math,24.91,3.01,5.63,13.3
Biology,61.89,4.88,13.47,34.89
Chemistry,96.12,3.9,0.22,1.0
Literature,113.34,2.67,0.14,1.0
Biology,61.94,4.57,0.49,1.26
Physics,82.33,3.52,1.46,3.56
History,64.64,3.54,0.42,1.03
